order,ship_date,billable_kg,ups_fuel_pct,fedex_inr_gst,ups_saver_inr_gst,diff,oversize
C-53-7871790-22,2026-09-07,5.0,46.75,4567.7,4704.74,137.04,0
C-43-45729-21,2026-09-07,8.0,46.75,6841.95,7054.29,212.34,0
C-43-46120-21,2026-09-07,3.5,46.75,3940.12,3720.95,-219.17,0
C-43-45727-21,2026-09-07,4.0,46.75,4253.91,4048.98,-204.93,0
C-43-45889-21,2026-09-07,8.0,46.75,6841.95,7054.29,212.34,0
C-43-45853-21,2026-09-07,5.5,46.75,5443.81,5096.73,-347.08,0
C-43-45283-21,2026-09-07,17.0,46.75,15070.52,13232.02,-1838.5,0
C-43-46028-21,2026-09-07,5.5,46.75,5443.81,5096.73,-347.08,0
C-43-44865-21,2026-09-07,4.0,46.75,4253.91,4048.98,-204.93,0
C-43-45085-21,2026-09-07,5.0,46.75,4881.49,4704.74,-176.75,0
C-43-45903-21,2026-09-07,2.5,46.75,3379.71,3053.25,-326.47,0
C-43-45521-21,2026-09-07,2.0,46.75,3028.5,2702.59,-325.91,0
C-43-46063-21,2026-09-07,7.5,46.75,6562.7,6663.16,100.46,0
C-43-45408-21,2026-09-07,2.0,46.75,3028.5,2702.59,-325.91,0
C-43-45230-21,2026-09-07,34.0,46.75,33555.29,26059.74,-7495.55,0
C-43-45154-21,2026-09-07,6.0,46.75,5724.01,5488.78,-235.24,0
C-43-45730-21,2026-09-07,8.0,46.75,6841.95,7054.29,212.34,0
C-43-46097-21,2026-09-07,5.0,46.75,4881.49,4704.74,-176.75,0
C-4159923187,2026-09-07,8.0,46.75,6562.7,7054.29,491.59,0
C-4153373097,2026-09-07,3.5,46.75,3940.12,3720.95,-219.17,0
C-43-45865-21,2026-09-07,2.5,46.75,3511.18,3053.25,-457.93,0
C-43-45914-21,2026-09-07,3.5,46.75,3940.12,3720.95,-219.17,0
C-53-7872136-22,2026-09-07,2.5,46.75,3379.71,3053.25,-326.47,0
C-43-45863-21,2026-09-07,9.0,46.75,7401.39,7784.89,383.5,0
C-43-44233-21,2026-09-07,8.0,46.75,6841.95,7054.29,212.34,0
C-53-7871408-22,2026-09-07,5.0,46.75,4881.49,4704.74,-176.75,0
C-53-7871990-22,2026-09-07,7.0,46.75,6003.26,6272.63,269.37,0
C-43-45924-21,2026-09-07,3.5,46.75,3940.12,3720.95,-219.17,0
C-4158922131,2026-09-07,6.0,46.75,5724.01,5488.78,-235.24,0
C-4157478222,2026-09-07,8.0,46.75,6841.95,7054.29,212.34,0
C-43-45139-21,2026-09-07,17.0,46.75,15070.52,13232.02,-1838.5,0
C-43-45868-21,2026-09-07,3.5,46.75,3940.12,3720.95,-219.17,0
C-43-45502-21,2026-09-07,4.0,46.75,4253.91,4048.98,-204.93,0
C-43-45710-21,2026-09-07,6.5,46.75,6003.26,5879.44,-123.82,0
C-43-45251-21,2026-09-07,7.0,46.75,6282.5,6272.63,-9.88,0
C-43-44159-21,2026-09-07,12.0,46.75,11200.45,9913.18,-1287.27,0
C-4143094998,2026-09-07,6.0,46.75,5724.01,5488.78,-235.24,0
C-43-45351-21,2026-09-07,8.5,46.75,7122.15,7447.15,325.0,0
C-43-45943-21,2026-09-07,4.5,46.75,4567.7,4378.62,-189.08,0
C-43-42274-21,2026-09-07,7.0,46.75,6282.5,6272.63,-9.88,0
C-43-45157-21,2026-09-07,6.5,46.75,6003.26,5879.44,-123.82,0
C-43-45905-21,2026-09-07,4.5,46.75,4567.7,4378.62,-189.08,0
C-43-45852-21,2026-09-07,6.5,46.75,5724.01,5879.44,155.42,0
C-43-45840-21,2026-09-07,5.0,46.75,4881.49,4704.74,-176.75,0
C-43-45671-21,2026-09-07,1.5,46.75,2677.28,2352.27,-325.01,0
C-43-46030-21,2026-09-07,6.0,46.75,5724.01,5488.78,-235.24,0
C-43-44517-21,2026-09-07,9.5,46.75,7680.64,8102.93,422.29,0
C-43-45858-21,2026-09-07,7.5,46.75,6562.7,6663.16,100.46,0
C-43-45229-21,2026-09-07,5.5,46.75,5443.81,5096.73,-347.08,0
C-43-45913-21,2026-09-07,4.5,46.75,4567.7,4378.62,-189.08,0
C-53-7872210-22,2026-09-07,2.0,46.75,3147.49,2702.59,-444.9,0
C-43-45830-21,2026-09-07,5.5,46.75,5443.81,5096.73,-347.08,0
C-4115197135,2026-09-07,6.5,46.75,6003.26,5879.44,-123.82,0
C-53-7871639-22,2026-09-07,4.5,46.75,4567.7,4378.62,-189.08,0
C-43-39649-21,2026-09-07,7.5,46.75,6562.7,6663.16,100.46,0
C-43-44860-21,2026-09-07,31.0,46.75,31000.84,23760.35,-7240.49,0
C-43-45550-21,2026-09-07,10.0,46.75,7959.88,8412.49,452.61,0
C-43-43241-21,2026-09-07,24.5,46.75,21556.45,18778.34,-2778.11,0
C-43-45062-21,2026-09-07,6.0,46.75,5724.01,5488.78,-235.24,0
C-43-44230-21,2026-09-07,7.0,46.75,6282.5,6272.63,-9.88,0
C-53-7872013-22,2026-09-07,10.0,46.75,7959.88,8412.49,452.61,0
C-43-44811-21,2026-09-07,5.0,46.75,4881.49,4704.74,-176.75,0
C-43-45807-21,2026-09-07,6.5,46.75,6003.26,5879.44,-123.82,0
C-53-7872202-22,2026-09-07,9.5,46.75,7680.64,8102.93,422.29,0
C-43-44965-21,2026-09-07,3.5,46.75,3626.33,3720.95,94.62,0
C-43-44665-21,2026-09-07,14.5,46.75,13135.96,11583.16,-1552.8,0
C-43-45933-21,2026-09-07,4.0,46.75,4253.91,4048.98,-204.93,0
C-4161461848,2026-09-07,6.5,46.75,6003.26,5879.44,-123.82,0
C-43-44916-21,2026-09-07,7.0,46.75,6282.5,6272.63,-9.88,0
C-43-45524-21,2026-09-07,7.5,46.75,6282.5,6663.16,380.66,0
C-43-46071-21,2026-09-07,4.5,46.75,4567.7,4378.62,-189.08,0
C-43-45882-21,2026-09-07,5.5,46.75,5443.81,5096.73,-347.08,0
C-43-43231-21,2026-09-07,16.5,46.75,14683.8,12903.1,-1780.7,0
C-43-46041-21,2026-09-07,8.5,46.75,7122.15,7447.15,325.0,0
C-43-46012-21,2026-09-07,6.0,46.75,5724.01,5488.78,-235.24,0
C-43-45402-21,2026-09-07,7.5,46.75,6562.7,6663.16,100.46,0
C-43-44437-21,2026-09-07,10.5,46.75,10039.34,8854.17,-1185.17,0
C-43-45478-21,2026-09-07,9.0,46.75,7401.39,7784.89,383.5,0
C-43-42681-21,2026-09-07,8.0,46.75,6841.95,7054.29,212.34,0
C-43-45950-21,2026-09-07,7.0,46.75,6282.5,6272.63,-9.88,0
C-43-46276-21,2026-09-07,4.5,46.75,2064.1,4378.62,2314.52,0
C-43-46146-21,2026-09-07,5.5,46.75,5443.81,5096.73,-347.08,0
C-4151878957,2026-09-07,4.0,46.75,4924.67,4048.98,-875.69,0
C-43-45794-21,2026-09-05,7.5,48.25,6641.39,6731.27,89.88,0
C-43-45980-21,2026-09-05,2.5,48.25,3553.4,3084.45,-468.94,0
C-43-45576-21,2026-09-05,1.5,48.25,2816.43,2376.32,-440.11,0
C-43-45549-21,2026-09-05,9.5,48.25,7772.76,8185.75,412.99,0
C-43-44082-21,2026-09-05,4.5,48.25,4622.39,4423.37,-199.02,0
C-43-45412-21,2026-09-05,1.5,48.25,2709.91,2376.32,-333.59,0
C-43-43105-21,2026-09-05,4.5,48.25,4622.39,4423.37,-199.02,0
C-4151406634,2026-09-05,4.0,48.25,4304.77,4090.37,-214.4,0
C-43-46047-21,2026-09-05,1.5,48.25,2816.43,2376.32,-440.11,0
C-43-45415-21,2026-09-05,5.5,48.25,5509.06,5148.83,-360.24,0
C-43-46209-21,2026-09-05,7.5,48.25,2089.05,6731.27,4642.22,0
C-43-46075-21,2026-09-05,8.0,48.25,6923.51,7126.4,202.88,0
C-43-45703-21,2026-09-05,12.0,48.25,11334.8,10014.5,-1320.29,0
C-43-45936-21,2026-09-05,9.0,48.25,7489.68,7864.47,374.79,0
C-43-45126-21,2026-09-05,8.0,48.25,6641.39,7126.4,485.01,0
C-43-45390-21,2026-09-05,2.0,48.25,3064.96,2730.21,-334.75,0
C-43-45653-21,2026-09-05,12.5,48.25,11726.31,10371.86,-1354.45,0
C-43-45919-21,2026-09-05,1.5,48.25,2709.91,2376.32,-333.59,0
C-4151555402,2026-09-05,7.0,48.25,6358.31,6336.74,-21.57,0
C-43-45803-21,2026-09-05,4.5,48.25,4304.77,4423.37,118.61,0
C-43-46013-21,2026-09-05,9.0,48.25,7489.68,7864.47,374.79,0
C-43-44475-21,2026-09-05,6.0,48.25,5792.15,5544.88,-247.27,0
C-43-45825-21,2026-09-05,2.0,48.25,3184.91,2730.21,-454.7,0
C-43-45652-21,2026-09-05,6.0,48.25,5792.15,5544.88,-247.27,0
C-43-44015-21,2026-09-05,5.5,48.25,5509.06,5148.83,-360.24,0
C-43-43588-21,2026-09-05,6.5,48.25,6075.23,5939.53,-135.69,0
C-43-45274-21,2026-09-05,6.0,48.25,5792.15,5544.88,-247.27,0
C-43-45893-21,2026-09-05,5.5,48.25,5509.06,5148.83,-360.24,0
C-43-45683-21,2026-09-05,6.0,48.25,5792.15,5544.88,-247.27,0
C-43-45920-21,2026-09-05,10.0,48.25,8055.84,8498.48,442.64,0
C-43-43690-21,2026-09-05,12.0,48.25,11334.8,10014.5,-1320.29,0
C-43-45282-21,2026-09-05,5.5,48.25,4940.02,5148.83,208.81,0
C-43-45975-21,2026-09-05,8.5,48.25,7206.6,7523.27,316.68,0
C-43-45496-21,2026-09-05,11.0,48.25,10551.76,9300.59,-1251.17,0
C-43-45756-21,2026-09-05,4.5,48.25,4622.39,4423.37,-199.02,0
C-53-7872095-22,2026-09-05,17.5,48.25,15643.4,13703.88,-1939.52,0
C-43-45837-21,2026-09-05,1.5,48.25,2709.91,2376.32,-333.59,0
C-43-45892-21,2026-09-05,5.0,48.25,4940.02,4752.83,-187.19,0
C-43-45567-21,2026-09-05,10.0,48.25,7772.76,8498.48,725.72,0
C-43-45960-21,2026-09-05,7.5,48.25,6358.31,6731.27,372.96,0
C-43-45902-21,2026-09-05,5.5,48.25,5509.06,5148.83,-360.24,0
C-43-44370-21,2026-09-05,8.0,48.25,6923.51,7126.4,202.88,0
C-4132968173,2026-09-04,8.5,48.25,7206.6,7523.27,316.68,0
C-43-45606-21,2026-09-04,5.0,48.25,4940.02,4752.83,-187.19,0
C-43-45690-21,2026-09-04,5.0,48.25,4940.02,4752.83,-187.19,0
C-43-44146-21,2026-09-04,27.0,48.25,27925.32,20906.03,-7019.29,0
C-43-45954-21,2026-09-04,2.0,48.25,3064.96,2730.21,-334.75,0
C-43-43224-21,2026-09-04,13.0,48.25,12117.83,10706.16,-1411.67,0
C-43-44694-21,2026-09-04,11.0,48.25,10551.76,9300.59,-1251.17,0
C-43-45891-21,2026-09-04,5.5,48.25,12901.82,5148.83,-7753.0,0
C-43-45625-21,2026-09-04,9.0,48.25,7489.68,7864.47,374.79,0
C-53-7871436-22,2026-09-04,8.0,48.25,6923.51,7126.4,202.88,0
C-43-43049-21,2026-09-04,5.0,48.25,4940.02,4752.83,-187.19,0
C-53-7871801-22,2026-09-04,10.0,48.25,8055.84,8498.48,442.64,0
C-43-44571-21,2026-09-04,29.0,48.25,29648.76,22454.62,-7194.14,0
C-43-46093-21,2026-09-04,6.5,48.25,6075.23,5939.53,-135.69,0
C-43-45184-21,2026-09-04,5.0,48.25,4940.02,4752.83,-187.19,0
C-43-45709-21,2026-09-04,5.5,48.25,5509.06,5148.83,-360.24,0
C-53-7872214-22,2026-09-04,7.0,48.25,6358.31,6336.74,-21.57,0
C-53-7872188-22,2026-09-04,2.5,48.25,3553.4,3084.45,-468.94,0
C-43-45682-21,2026-09-04,5.5,48.25,5509.06,5148.83,-360.24,0
C-4141002617,2026-09-04,4.5,48.25,5626.13,4423.37,-1202.76,0
C-43-45742-21,2026-09-04,7.0,48.25,6358.31,6336.74,-21.57,0
C-43-45811-21,2026-09-04,18.5,48.25,16426.43,14367.13,-2059.3,0
C-43-45871-21,2026-09-04,8.0,48.25,6923.51,7126.4,202.88,0
C-43-44812-21,2026-09-04,14.5,48.25,13293.34,11701.56,-1591.78,0
C-43-44691-21,2026-09-04,11.0,48.25,10551.76,9300.59,-1251.17,0
C-43-45907-21,2026-09-04,6.0,48.25,5792.15,5544.88,-247.27,0
C-43-45850-21,2026-09-04,4.5,48.25,4622.39,4423.37,-199.02,0
C-43-45520-21,2026-09-04,5.5,48.25,5509.06,5148.83,-360.24,0
C-43-45646-21,2026-09-04,8.0,48.25,6923.51,7126.4,202.88,0
C-43-45674-21,2026-09-04,7.5,48.25,6641.39,6731.27,89.88,0
C-43-45886-21,2026-09-04,5.5,48.25,5509.06,5148.83,-360.24,0
C-43-41129-21,2026-09-04,3.5,48.25,3987.14,3758.99,-228.15,0
C-43-45862-21,2026-09-04,26.0,48.25,27064.56,20131.73,-6932.83,0
C-53-7872157-22,2026-09-04,8.0,48.25,6923.51,7126.4,202.88,0
C-43-45269-21,2026-09-04,5.0,48.25,4940.02,4752.83,-187.19,0
C-43-45375-21,2026-09-04,10.0,48.25,8055.84,8498.48,442.64,0
C-43-45342-21,2026-09-04,5.0,48.25,4940.02,4752.83,-187.19,0
C-43-45829-21,2026-09-04,5.0,48.25,4940.02,4752.83,-187.19,0
C-43-45714-21,2026-09-04,3.5,48.25,3669.51,3758.99,89.48,0
C-43-46119-21,2026-09-04,11.5,48.25,10943.28,9658.04,-1285.24,0
C-53-7872080-22,2026-09-04,6.5,48.25,6075.23,5939.53,-135.69,0
C-43-44553-21,2026-09-04,15.0,48.25,13684.86,12035.62,-1649.24,0
C-43-45900-21,2026-09-04,4.0,48.25,4304.77,4090.37,-214.4,0
C-43-44858-21,2026-09-04,9.0,48.25,7489.68,7864.47,374.79,0
C-53-7871971-22,2026-09-04,8.0,48.25,6923.51,7126.4,202.88,0
C-43-45764-21,2026-09-04,4.0,48.25,4304.77,4090.37,-214.4,0
C-43-44583-21,2026-09-04,3.0,48.25,3669.51,3428.97,-240.54,0
C-53-7872050-22,2026-09-04,14.0,48.25,12901.82,11370.51,-1531.31,0
C-43-43142-21,2026-09-04,5.0,48.25,4940.02,4752.83,-187.19,0
C-43-45878-21,2026-09-04,6.0,48.25,5792.15,5544.88,-247.27,0
C-43-45923-21,2026-09-04,8.0,48.25,6923.51,7126.4,202.88,0
C-43-42192-21,2026-09-04,7.0,48.25,6358.31,6336.74,-21.57,0
C-43-44944-21,2026-09-04,1.0,48.25,2447.94,2021.95,-425.99,0
C-43-45904-21,2026-09-04,5.5,48.25,5509.06,5148.83,-360.24,0
C-43-45002-21,2026-09-04,13.5,48.25,12509.35,11036.96,-1472.38,0
C-43-45410-21,2026-09-04,5.0,48.25,4940.02,4752.83,-187.19,0
C-43-45082-21,2026-09-04,24.0,48.25,21383.73,18583.14,-2800.59,0
C-43-45535-21,2026-09-04,5.0,48.25,4940.02,4752.83,-187.19,0
C-43-45759-21,2026-09-04,4.5,48.25,4622.39,4423.37,-199.02,0
C-43-45819-21,2026-09-04,22.0,48.25,19660.28,17034.54,-2625.74,0
C-53-7872164-22,2026-09-04,9.5,48.25,7772.76,8185.75,412.99,0
C-43-46040-21,2026-09-04,14.0,48.25,12901.82,11370.51,-1531.31,0
C-43-44963-21,2026-09-04,6.5,48.25,6075.23,5939.53,-135.69,0
C-53-7871965-22,2026-09-04,8.0,48.25,6923.51,7126.4,202.88,0
C-43-45912-21,2026-09-04,12.5,48.25,11726.31,10371.86,-1354.45,0
C-43-45640-21,2026-09-04,5.0,48.25,4940.02,4752.83,-187.19,0
C-43-41616-21,2026-09-04,9.5,48.25,7772.76,8185.75,412.99,0
C-43-45254-21,2026-09-04,3.5,48.25,3987.14,3758.99,-228.15,0
C-43-45642-21,2026-09-04,6.0,48.25,5792.15,5544.88,-247.27,0
C-43-45872-21,2026-09-04,2.5,48.25,3553.4,3084.45,-468.94,0
C-43-45934-21,2026-09-04,4.0,48.25,4304.77,4090.37,-214.4,0
C-43-45720-21,2026-09-04,8.0,48.25,6923.51,7126.4,202.88,0
C-43-45721-21,2026-09-04,5.5,48.25,5509.06,5148.83,-360.24,0
C-53-7871973-22,2026-09-04,13.0,48.25,11726.31,10706.16,-1020.15,0
C-43-45458-21,2026-09-04,12.5,48.25,11726.31,10371.86,-1354.45,0
C-43-45760-21,2026-09-04,2.5,48.25,3553.4,3084.45,-468.94,0
C-43-42400-21,2026-09-04,13.5,48.25,12509.35,11036.96,-1472.38,0
C-43-44272-21,2026-09-04,5.0,48.25,4940.02,4752.83,-187.19,0
C-43-45670-21,2026-09-04,6.0,48.25,5792.15,5544.88,-247.27,0
C-43-45864-21,2026-09-04,7.5,48.25,6641.39,6731.27,89.88,0
C-43-43335-21,2026-09-04,6.0,48.25,5792.15,5544.88,-247.27,0
C-53-7871929-22,2026-09-04,17.5,48.25,15643.4,13703.88,-1939.52,0
C-43-46001-21,2026-09-04,10.5,48.25,10159.29,8944.67,-1214.61,0
C-43-45989-21,2026-09-04,10.0,48.25,8055.84,8498.48,442.64,0
C-43-42901-21,2026-09-04,16.5,48.25,14859.41,13034.98,-1824.42,0
C-43-45885-21,2026-09-04,2.5,48.25,3420.01,3084.45,-335.56,0
C-43-46005-21,2026-09-04,5.0,48.25,4940.02,4752.83,-187.19,0
C-43-42984-21,2026-09-04,8.0,48.25,6923.51,7126.4,202.88,0
C-43-45927-21,2026-09-04,12.5,48.25,11334.8,10371.86,-962.93,0
C-43-45327-21,2026-09-04,4.0,48.25,4304.77,4090.37,-214.4,0
C-53-7872221-22,2026-09-04,7.0,48.25,6358.31,6336.74,-21.57,0
C-43-44466-21,2026-09-04,11.5,48.25,10943.28,9658.04,-1285.24,0
C-53-7872138-22,2026-09-03,9.5,48.25,7772.76,8185.75,412.99,0
C-43-45722-21,2026-09-03,6.5,48.25,6075.23,5939.53,-135.69,0
C-43-45417-21,2026-09-03,6.5,48.25,6075.23,5939.53,-135.69,0
C-43-45645-21,2026-09-03,7.0,48.25,6358.31,6336.74,-21.57,0
C-53-7871852-22,2026-09-03,2.0,48.25,3064.96,2730.21,-334.75,0
C-43-44888-21,2026-09-03,4.5,48.25,4304.77,4423.37,118.61,0
C-43-45429-21,2026-09-03,6.5,48.25,6075.23,5939.53,-135.69,0
C-43-43126-21,2026-09-03,8.0,48.25,6923.51,7126.4,202.88,0
C-43-45619-21,2026-09-03,3.5,48.25,3987.14,3758.99,-228.15,0
C-53-7871986-22,2026-09-03,11.0,48.25,10551.76,9300.59,-1251.17,0
C-43-43014-21,2026-09-03,2.0,48.25,3064.96,2730.21,-334.75,0
C-53-7871927-22,2026-09-03,5.0,48.25,4940.02,4752.83,-187.19,0
C-53-7872088-22,2026-09-03,6.5,48.25,6075.23,5939.53,-135.69,0
C-4143858822,2026-09-03,7.5,48.25,7529.98,6731.27,-798.71,0
C-43-45632-21,2026-09-03,6.5,48.25,5792.15,5939.53,147.39,0
C-43-44943-21,2026-09-03,26.0,48.25,27064.56,20131.73,-6932.83,0
C-43-45575-21,2026-09-03,13.0,48.25,12117.83,10706.16,-1411.67,0
C-43-45621-21,2026-09-03,7.5,48.25,6641.39,6731.27,89.88,0
C-53-7872007-22,2026-09-03,9.0,48.25,7489.68,7864.47,374.79,0
C-53-7871788-22,2026-09-03,8.5,48.25,7206.6,7523.27,316.68,0
C-43-44829-21,2026-09-03,30.5,48.25,30941.34,23616.07,-7325.27,0
C-43-41601-21,2026-09-03,6.0,48.25,5792.15,5544.88,-247.27,0
C-53-7872153-22,2026-09-03,3.0,48.25,3669.51,3428.97,-240.54,0
C-43-45736-21,2026-09-03,6.5,48.25,6075.23,5939.53,-135.69,0
C-43-45724-21,2026-09-03,6.0,48.25,5792.15,5544.88,-247.27,0
C-43-44784-21,2026-09-03,8.0,48.25,6923.51,7126.4,202.88,0
C-43-45025-21,2026-09-03,7.0,48.25,6358.31,6336.74,-21.57,0
C-43-44169-21,2026-09-03,21.5,48.25,19229.42,16647.39,-2582.03,0
C-43-45411-21,2026-09-03,8.0,48.25,6923.51,7126.4,202.88,0
C-43-44670-21,2026-09-03,11.5,48.25,10943.28,9658.04,-1285.24,0
C-43-45890-21,2026-09-03,11.5,48.25,10943.28,9658.04,-1285.24,0
C-43-45441-21,2026-09-03,6.5,48.25,6075.23,5939.53,-135.69,0
C-4154956852,2026-09-03,15.0,48.25,13684.86,12035.62,-1649.24,0
C-4152025839,2026-09-03,4.0,48.25,4304.77,4090.37,-214.4,0
C-43-45712-21,2026-09-03,7.0,48.25,6358.31,6336.74,-21.57,0
C-53-7872172-22,2026-09-03,4.0,48.25,4304.77,4090.37,-214.4,0
C-53-7872154-22,2026-09-03,9.0,48.25,7489.68,7864.47,374.79,0
C-43-43782-21,2026-09-03,5.5,48.25,5509.06,5148.83,-360.24,0
C-43-39340-21,2026-09-03,5.5,48.25,5509.06,5148.83,-360.24,0
C-43-45147-21,2026-09-03,12.5,48.25,11726.31,10371.86,-1354.45,0
C-53-7871490-22,2026-09-03,4.5,48.25,4622.39,4423.37,-199.02,0
C-43-45155-21,2026-09-03,6.5,48.25,6075.23,5939.53,-135.69,0
C-53-7872200-22,2026-09-03,2.5,48.25,3553.4,3084.45,-468.94,0
C-53-7872175-22,2026-09-03,11.0,48.25,10551.76,9300.59,-1251.17,0
C-43-43455-21,2026-09-03,11.0,48.25,10551.76,9300.59,-1251.17,0
C-43-45498-21,2026-09-03,3.5,48.25,3987.14,3758.99,-228.15,0
C-53-7872159-22,2026-09-03,10.5,48.25,8055.84,8944.67,888.83,0
C-43-45704-21,2026-09-03,8.5,48.25,7206.6,7523.27,316.68,0
C-43-44447-21,2026-09-03,10.0,48.25,8055.84,8498.48,442.64,0
C-43-45767-21,2026-09-03,10.0,48.25,8055.84,8498.48,442.64,0
C-43-45768-21,2026-09-03,16.0,48.25,14467.89,12704.51,-1763.37,0
C-43-45793-21,2026-09-03,8.5,48.25,6923.51,7523.27,599.76,0
C-43-37972-21,2026-09-03,3.5,48.25,3987.14,3758.99,-228.15,0
C-43-44887-21,2026-09-03,9.5,48.25,7489.68,8185.75,696.07,0
C-43-45735-21,2026-09-03,6.0,48.25,5792.15,5544.88,-247.27,0
C-43-45755-21,2026-09-03,8.5,48.25,7206.6,7523.27,316.68,0
C-43-44897-21,2026-09-03,2.0,48.25,3064.96,2730.21,-334.75,0
C-43-45752-21,2026-09-03,7.0,48.25,6358.31,6336.74,-21.57,0
C-53-7872038-22,2026-09-03,3.0,48.25,3669.51,3428.97,-240.54,0
C-43-41208-21,2026-09-03,15.5,48.25,13684.86,12370.0,-1314.85,0
C-43-43242-21,2026-09-03,8.5,48.25,7206.6,7523.27,316.68,0
C-43-45372-21,2026-09-03,2.0,48.25,3184.91,2730.21,-454.7,0
C-43-44642-21,2026-09-03,7.0,48.25,6358.31,6336.74,-21.57,0
C-43-42384-21,2026-09-03,6.5,48.25,6075.23,5939.53,-135.69,0
C-43-43936-21,2026-09-03,5.5,48.25,5509.06,5148.83,-360.24,0
C-43-44198-21,2026-09-03,10.0,48.25,8055.84,8498.48,442.64,0
C-43-44409-21,2026-09-03,6.0,48.25,5792.15,5544.88,-247.27,0
C-53-7872079-22,2026-09-03,11.5,48.25,10943.28,9658.04,-1285.24,0
C-53-7872220-22,2026-09-03,12.0,48.25,11334.8,10014.5,-1320.29,0
C-43-41239-21,2026-09-03,6.0,48.25,5792.15,5544.88,-247.27,0
C-43-42889-21,2026-09-03,18.0,48.25,16034.92,14033.83,-2001.09,0
C-43-45770-21,2026-09-03,8.0,48.25,6923.51,7126.4,202.88,0
C-43-44134-21,2026-09-03,3.0,48.25,3669.51,3428.97,-240.54,0
C-43-45737-21,2026-09-03,1.5,48.25,2709.91,2376.32,-333.59,0
C-43-44662-21,2026-09-03,6.0,48.25,5792.15,5544.88,-247.27,0
C-43-45021-21,2026-09-03,19.5,48.25,17209.47,15037.33,-2172.14,0
C-43-44762-21,2026-09-03,11.5,48.25,10943.28,9658.04,-1285.24,0
C-43-41137-21,2026-09-03,10.5,48.25,10159.29,8944.67,-1214.61,0
C-4123079742,2026-09-03,1.5,48.25,2709.91,2376.32,-333.59,0
C-43-44505-21,2026-09-03,5.0,48.25,4940.02,4752.83,-187.19,0
C-53-7871942-22,2026-09-03,9.0,48.25,7489.68,7864.47,374.79,0
C-53-7872170-22,2026-09-03,7.0,48.25,6358.31,6336.74,-21.57,0
C-43-44134-21,2026-09-03,3.0,48.25,3168.6,3428.97,260.37,0
C-53-7871551-22,2026-09-02,4.5,48.25,4599.36,4423.37,-175.99,0
C-43-41858-21,2026-09-02,2.0,48.25,3049.61,2730.21,-319.4,0
C-43-43870-21,2026-09-02,5.0,48.25,4915.07,4752.83,-162.24,0
C-43-42517-21,2026-09-02,3.5,48.25,4282.69,3758.99,-523.71,0
C-43-43773-21,2026-09-02,11.5,48.25,10887.62,9658.04,-1229.58,0
C-53-7871479-22,2026-09-02,6.0,48.25,5763.36,5544.88,-218.48,0
C-53-7872189-22,2026-09-02,8.0,48.25,6888.97,7126.4,237.43,0
C-43-45347-21,2026-09-02,9.5,48.25,9409.84,8185.75,-1224.09,0
C-43-43397-21,2026-09-02,34.5,48.25,34214.54,26713.26,-7501.28,0
C-43-45772-21,2026-09-02,10.0,48.25,8014.58,8498.48,483.9,0
C-43-45814-21,2026-09-02,5.0,48.25,4915.07,4752.83,-162.24,0
C-43-43788-21,2026-09-02,4.0,48.25,4282.69,4090.37,-192.33,0
C-43-45553-21,2026-09-02,7.0,48.25,6325.68,6336.74,11.06,0
C-53-7872020-22,2026-09-02,5.5,48.25,5481.24,5148.83,-332.41,0
C-43-45515-21,2026-09-02,5.5,48.25,5481.24,5148.83,-332.41,0
C-43-45199-21,2026-09-02,3.0,48.25,3651.28,3428.97,-222.31,0
C-53-7872074-22,2026-09-02,4.0,48.25,4282.69,4090.37,-192.33,0
C-43-45591-21,2026-09-02,5.0,48.25,4599.36,4752.83,153.46,0
C-43-45739-21,2026-09-02,4.0,48.25,4282.69,4090.37,-192.33,0
C-43-45336-21,2026-09-02,1.0,48.25,2436.42,2021.95,-414.47,0
C-43-45647-21,2026-09-02,8.0,48.25,6888.97,7126.4,237.43,0
C-43-45569-21,2026-09-02,6.5,48.25,6044.52,5939.53,-104.99,0
C-43-44284-21,2026-09-02,1.5,48.25,2802.03,2376.32,-425.71,0
C-43-45523-21,2026-09-02,3.0,48.25,3651.28,3428.97,-222.31,0
C-53-7872169-22,2026-09-02,8.5,48.25,7170.13,7523.27,353.14,0
C-43-45675-21,2026-09-02,5.5,48.25,5481.24,5148.83,-332.41,0
C-43-45425-21,2026-09-02,7.5,48.25,6607.81,6731.27,123.47,0
C-53-7872076-22,2026-09-02,3.5,48.25,3966.99,3758.99,-208.0,0
C-43-45473-21,2026-09-02,2.0,48.25,3168.6,2730.21,-438.39,0
C-53-7872017-22,2026-09-02,3.5,48.25,3966.99,3758.99,-208.0,0
C-53-7872073-22,2026-09-02,3.0,48.25,3651.28,3428.97,-222.31,0
C-53-7871981-22,2026-09-02,3.5,48.25,3966.99,3758.99,-208.0,0
C-43-45257-21,2026-09-02,4.0,48.25,4282.69,4090.37,-192.33,0
C-43-45511-21,2026-09-02,18.0,48.25,15954.31,14033.83,-1920.48,0
C-53-7871972-22,2026-09-02,3.5,48.25,3966.99,3758.99,-208.0,0
C-43-45717-21,2026-09-02,9.0,48.25,7452.25,7864.47,412.21,0
C-53-7872062-22,2026-09-02,7.0,48.25,6325.68,6336.74,11.06,0
C-43-45137-21,2026-09-02,8.0,48.25,6888.97,7126.4,237.43,0
C-43-44838-21,2026-09-02,2.0,48.25,3049.61,2730.21,-319.4,0
C-53-7872133-22,2026-09-02,3.0,48.25,3651.28,3428.97,-222.31,0
